TRE,WECC,EIC
0.0432,0.0071,3.6692
0.2088,0.254,7.0935
0.4296,1.2564,10.3301
0.6396,2.499,12.8504
0.7716,3.6222,14.0971
0.8052,4.4627,14.0593
0.69,4.9385,12.8526
0.3972,5.0723,11.0549
0.204,4.9263,8.8191
0.1164,4.5114,6.3705
0.0612,3.8476,3.4093
0.0288,2.7799,1.1362
0.0048,1.5245,0.1526
0,0.401,0.0012
0,0.0195,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0524
0,0,0.891
0.0504,0.0063,3.1965
0.2652,0.2681,6.2741
0.5268,1.3634,9.1497
0.7284,2.7805,11.5762
0.864,4.0197,12.8356
0.9384,4.9153,12.9448
0.9552,5.4621,12.6894
0.9144,5.65,11.5202
0.8172,5.5141,9.5868
0.66,5.0528,6.9291
0.4464,4.2306,3.8532
0.1992,3.097,1.2845
0.0144,1.7162,0.1488
0,0.4813,0.0015
0,0.029,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0143
0,0,0.4086
0.0516,0.0074,2.1043
0.2772,0.2768,4.9399
0.5184,1.3624,7.4197
0.7068,2.7592,9.3463
0.8364,3.9842,10.9223
0.9072,4.8678,11.3325
0.9204,5.4025,10.9806
0.8784,5.5844,9.9895
0.7812,5.4292,8.288
0.6276,4.9513,6.1454
0.4224,4.1346,3.6712
1.90E-01,2.9848,1.3806
0.0156,1.6528,0.1674
0,0.4749,0.0017
0,0.0307,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0197
0,0,0.708
0.0528,0.0074,3.3781
0.2712,0.285,7.3334
0.51,1.3364,10.8782
0.708,2.6904,13.5575
0.8448,3.9143,15.1349
0.9192,4.7922,15.3517
0.9384,5.3226,14.2987
0.8976,5.5017,12.8953
0.7992,5.3576,10.9202
0.642,4.8653,8.0918
0.432,4.0331,4.6586
0.1932,2.8918,1.5601
0.0168,1.5649,0.1848
0,0.4653,0.002
0,0.0279,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0728
0,0,1.0807
0.0528,0.009,4.1966
0.2736,0.2805,8.0852
0.5112,1.2714,11.6257
0.6996,2.4389,14.2711
0.8304,3.4161,15.5075
0.9012,3.8925,15.7993
0.9156,4.3597,15.1635
0.8748,4.381,13.4049
0.7764,4.2214,10.746
0.6252,4.04,7.3189
0.4224,3.0977,3.9568
0.1908,2.0129,1.3356
0.0168,0.9617,0.1718
0,0.2365,0.0022
0,0.0119,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0734
0,0,1.1021
0.054,0.0125,3.9946
0.2652,0.2533,7.7784
0.4884,0.8405,10.721
0.6804,1.4794,13.1407
0.8088,2.2352,14.4226
0.8796,3.1279,14.7123
0.8952,3.8168,14.0603
0.8568,3.8542,12.4538
0.762,3.4118,9.5451
0.6072,2.7625,6.6289
0.408,2.1495,3.584
0.1848,1.404,1.2119
0.0192,0.8112,0.174
0,0.3088,0.0028
0,0.0172,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0686
0,0.00E+00,0.7753
0.0552,0.0124,2.9017
0.2472,0.2478,6.0315
0.4128,0.964,9.3437
0.546,1.9804,11.8722
0.6912,2.8286,13.0093
0.7716,3.2452,12.8213
0.7812,3.707,11.8785
0.7464,4.1859,10.4861
0.6528,4.4755,8.4884
0.528,3.9147,6.2016
0.3912,3.0491,3.4351
0.1872,2.3505,1.0863
0.0228,1.374,0.1255
0,0.405,0.0024
0,0.0239,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0744
0,0.00E+00,1.1807
0.0252,0.0045,4.2171
0.1104,0.1848,7.713
0.2208,1.0846,10.6256
0.3984,2.3237,12.9889
0.5652,3.6203,14.4744
0.6972,4.5549,15.1002
0.7836,5.1193,14.8861
0.8004,5.2679,13.1906
0.72,5.2452,10.5367
0.57,4.8496,7.2212
0.3828,4.12,3.8297
0.174,3.0299,1.2136
0.0192,1.679,0.1397
0,0.4798,0.003
0,0.042,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0915
0,0.00E+00,1.0168
0.0504,0.0112,3.287
0.2184,0.3079,6.0579
0.4452,1.3488,8.5226
0.648,2.7013,10.4885
0.786,3.9401,11.6253
0.8604,4.8116,12.4114
0.8808,5.221,12.5206
0.846,5.3355,10.8022
0.7584,5.1518,8.3049
0.6144,4.6114,5.3174
0.4176,3.7933,2.7449
0.192,2.7722,0.9614
0.0228,1.5915,0.1041
0,0.4656,0.0016
0,0.0364,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0738
0,0,1.1247
0.0504,0.0128,3.6979
0.2136,0.321,6.6158
0.4092,1.3731,8.9994
0.606,2.6635,10.9786
0.7464,3.7834,12.1366
0.8256,4.5791,12.5397
0.8484,5.0632,12.383
0.8208,5.2023,11.4569
0.7344,5.0641,9.3953
0.5904,4.5342,6.4305
0.3984,3.6974,3.2488
0.162,2.637,1.0726
0.0156,1.4324,0.1477
0,0.3941,0.003
0,0.015,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0823
0,0,1.1584
0.0144,0.0099,3.5015
0.0744,0.3174,6.2343
0.1776,1.3151,9.1027
0.2964,2.5355,11.6171
0.4128,3.6165,12.6399
0.4704,4.3375,12.4668
0.4632,4.8154,12.0153
0.402,4.9657,10.9799
0.2964,4.8326,8.4633
0.2124,4.2741,5.7219
0.1452,3.6654,3.1237
0.0804,2.7943,1.1559
0.0144,1.6156,0.207
0,0.5062,0.0023
0,0.0414,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0209
0,0,0.5533
0.0612,0.0156,2.3243
0.2448,0.2478,4.849
0.45,1.0501,7.3682
0.5988,2.0573,9.4921
0.6792,3.0218,11.1181
0.702,3.9068,11.8763
0.7008,4.5201,11.6534
0.6612,4.8243,9.9267
0.5892,4.6868,7.6971
0.48,4.2562,5.5264
0.3324,3.3808,3.2104
0.1644,2.4037,1.1553
0.024,1.2997,0.1908
0,0.3928,0.0033
0,0.02,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.053
0,0,0.7278
0.0624,0.0242,2.4011
0.2556,0.2859,4.7011
0.4692,1.1361,7.1375
0.6504,2.3413,9.2225
0.7704,3.6459,10.5074
0.8268,4.6494,10.662
0.84,5.1856,10.1016
0.8004,5.167,8.8941
0.7116,4.7984,7.2572
0.5664,4.1489,5.261
0.3792,3.4882,3.0652
0.1752,2.5504,1.1581
0.0276,1.4075,0.1982
0,0.4365,0.0032
0,0.028,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0493
0,0,0.7742
0.0648,0.0241,2.7874
0.2496,0.3105,5.5483
0.4464,1.196,8.2246
0.5952,2.2728,10.2475
0.6996,3.3036,11.464
0.7296,4.1526,11.6766
0.6984,4.7056,11.2183
0.6204,4.8369,9.7854
0.51,4.7374,7.7024
0.402,4.2705,5.4832
0.2868,3.5532,3.1714
0.1584,2.6079,1.1945
0.03,1.517,0.2156
0,0.4707,0.0024
0,0.0379,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.1028
0,0.00E+00,0.9913
0.0624,0.0236,2.8961
0.2076,0.3296,5.3026
0.3408,1.3789,7.769
0.4776,2.6428,9.8052
0.654,3.7514,11.1344
0.7704,4.5802,11.7135
0.7836,5.0454,11.4217
0.7524,5.1911,10.0035
0.672,5.0934,7.8461
0.5364,4.69,5.5192
0.3612,3.9655,3.2345
0.1704,2.9437,1.2471
0.0324,1.6829,0.2115
0,0.5226,0.0029
0,0.0588,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.1087
0,0,1.0212
0.0636,0.0247,3.2931
0.2352,0.3587,6.1179
0.426,1.4122,8.6532
0.6012,2.7606,10.6036
0.714,3.9307,11.7473
0.7692,4.8742,12.0146
0.7644,5.4104,11.353
0.6948,5.5919,10.0483
0.5904,5.442,8.2925
0.444,4.9122,6.0576
0.2676,4.0288,3.5449
0.1392,2.9101,1.3346
0.0192,1.6946,0.2316
0,0.5537,0.0029
0,0.0614,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.1062
0,0,0.9885
0.0288,0.0305,3.0715
0.108,0.3869,5.4447
0.2064,1.464,7.7828
0.3024,2.836,9.6399
0.4068,4.0295,10.8158
0.48,4.8163,11.1938
0.4908,5.2369,10.7892
0.4692,5.3443,9.3053
0.3804,5.1921,7.466
0.2724,4.7699,5.1495
0.1788,3.9981,2.7415
0.0924,2.9908,0.9473
0.0192,1.7374,0.1506
0,0.5795,0.0047
0,0.0693,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.1396
0,0,1.0673
0.0636,0.0114,3.2108
0.2268,0.3159,5.7704
0.4236,1.4142,8.1382
0.5868,2.7359,10.0207
0.7008,3.8744,11.2649
0.7548,4.6798,11.7308
0.7404,5.2449,11.4397
0.6684,5.4665,10.1455
0.564,5.2701,8.2989
0.4176,4.5963,5.8464
0.2808,3.6556,3.3158
0.1452,2.609,1.228
0.0312,1.5545,0.2225
0,0.5286,0.0045
0,0.0634,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0593
0,0,0.8316
0.0732,0.0341,2.9953
0.2568,0.3648,6.1353
0.4488,1.3104,9.0287
0.5784,2.5306,11.2212
0.6204,3.6663,12.2707
0.5568,4.6243,12.4777
0.4236,5.2505,11.8618
0.3408,5.4736,10.4266
0.2856,5.3358,8.4232
0.222,4.851,6.1657
0.156,4.0953,3.5971
0.0732,3.0518,1.4246
0.012,1.7271,0.2595
0,0.5564,0.0037
0,0.0616,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0473
0,0,0.8118
0.0732,0.031,3.0693
0.2376,0.3974,6.1121
0.384,1.4913,9.0243
0.4596,2.8228,10.915
0.54,4.0094,11.7937
0.618,4.8367,12.2413
0.6636,5.3268,11.4837
0.6756,5.4955,10.1845
0.6396,5.3952,8.5235
0.5388,4.9594,6.24
0.3636,4.1406,3.8922
0.1584,2.942,1.654
0.0324,1.6548,0.2896
0,0.5539,0.0066
0,0.0756,0
0,0.0005,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.1201
0,0,1.1627
0.0756,0.0319,4.0862
0.2148,0.4086,7.8756
0.3084,1.5101,11.1912
0.36,2.8946,13.5073
0.3972,4.0624,15.0822
0.3984,4.882,15.7512
0.4176,5.354,15.2043
0.456,5.5329,13.7975
0.438,5.3951,11.5548
0.3396,4.9146,8.4502
0.2532,4.1415,4.9842
0.1344,3.0723,1.8311
0.0264,1.7818,0.3324
0,6.13E-01,0.0079
0,0.0784,0
0,0.0005,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0001
0,0,0.189
0,0,1.55
0.0252,0.0353,4.7353
0.0972,0.3916,8.3684
0.1776,1.4447,11.4637
0.2532,2.8159,13.6201
0.3252,4.0033,14.8538
0.4128,4.869,15.2568
0.4656,5.3295,14.4853
0.4368,5.3901,12.8477
0.3288,5.1882,10.4357
0.2628,4.6752,7.3195
0.1896,3.8797,3.898
0.1068,2.8891,1.2858
0.024,1.7374,0.2194
0,0.6127,0.0048
0,0.0781,0
0,0.0005,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0001
0,0,0.1939
0,0,1.4707
0.0684,0.0415,4.0267
0.234,0.3949,6.8804
0.4092,1.2937,9.4554
0.558,2.5314,11.4324
0.6684,3.9103,12.6622
0.7356,4.9068,13.1229
0.7656,5.4477,12.5499
0.7392,5.607,11.0253
0.6696,5.4409,8.6155
0.5412,4.9351,5.9035
0.3552,4.1196,3.3226
0.1848,3.0841,1.3079
0.0408,1.8272,0.2666
0,0.6213,0.0083
0,0.0803,0
0,0.0016,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0001
0,0,0.1471
0,0,1.1382
0.0732,0.0441,3.431
0.2652,0.4277,6.4249
0.4776,1.4884,9.2588
0.6528,2.776,11.8964
0.7692,3.9043,13.383
0.8328,4.68,13.8397
0.846,5.1279,13.44
0.8004,5.2954,12.0741
0.7176,5.1018,9.7992
0.5808,4.6567,7.0147
0.3912,3.957,4.1321
0.1812,2.9211,1.6988
0.0408,1.721,0.3373
0,0.5905,0.0084
0,0.0791,0
0,0.0011,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.1098
0,0,0.9672
0.0732,0.0394,3.0827
0.2664,0.431,6.0442
0.4752,1.5488,8.9722
0.6492,2.9117,11.1176
0.7728,4.0632,12.4018
0.8424,4.8952,12.7182
0.8544,5.3989,12.496
0.8148,5.5675,11.145
0.72,5.4202,9.1562
0.5652,5.0356,6.8842
0.3756,4.2588,4.1517
0.168,3.1554,1.6715
0.0348,1.8225,0.336
0,6.28E-01,0.0101
0,0.0841,0
0,0.0022,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0976
0,0,0.9309
0.0312,0.0392,3.013
0.0936,0.4298,5.7553
0.1572,1.4996,8.4455
0.2196,2.8383,10.5312
0.2808,3.9667,11.706
0.2964,4.7831,12.3568
0.2916,5.2843,11.8441
0.2676,5.4366,10.4366
0.2832,5.265,8.9939
0.2688,4.7939,6.9569
0.2004,4.0729,4.2728
0.1104,3.1013,1.7217
0.0228,1.8193,0.3349
0,6.43E-01,0.0105
0,0.0909,0.0001
0,0.0029,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0948
0,0,0.9409
0.0768,0.043,3.1545
0.2568,0.4235,6.2104
0.4548,1.4448,9.0888
0.6324,2.6882,11.1174
0.768,3.7822,12.4246
0.8328,4.5153,13.2733
0.834,5.0007,13.0906
0.774,5.2317,11.8619
0.654,4.9033,9.908
0.5196,4.462,7.4578
0.3516,3.7721,4.5627
0.1788,2.7697,1.8497
0.042,1.6501,0.3635
0,6.08E-01,0.0131
0,0.0904,0
0,0.0016,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0011
0,0,0.2164
0,0,1.3171
0.0744,0.0466,3.8883
0.2664,0.4419,7.2015
0.474,1.4604,10.074
0.6468,2.771,12.1785
0.7692,3.8824,13.5336
0.8376,4.6949,13.9963
0.852,5.1756,13.5359
0.8148,5.0178,12.3126
0.7236,4.9638,10.2652
0.5772,4.6058,7.4601
0.3816,3.7458,4.3072
0.1872,2.8373,1.7368
0.0432,1.7533,0.3504
0,6.53E-01,0.0128
0,0.1003,0
0,0.0027,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0012
0,0,0.2382
0,0,1.6053
0.072,0.05,4.5207
0.2688,0.4282,8.0755
0.4812,1.4093,11.2831
0.6576,2.6283,13.6251
0.7812,3.6667,15.0448
0.8496,4.3223,15.5302
0.8676,4.7506,15.07
0.8304,4.7533,13.6443
0.7416,4.5856,11.2914
0.5964,4.4201,8.2718
0.408,3.8445,4.8873
0.1956,2.8419,1.9426
0.0444,1.6659,0.4039
0,6.22E-01,0.0145
0,0.0936,0
0,0.0028,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0013
0,0,0.2498
0,0,1.5695
0.072,0.0311,4.2883
0.2664,0.3815,7.4539
0.4776,1.2985,10.4488
0.6528,2.4666,12.8224
0.7764,3.4626,14.1792
0.8448,4.1771,14.2439
0.8592,4.6875,13.461
0.8232,4.8934,12.2249
0.7344,4.8259,10.2456
0.594,4.3967,7.4034
0.4056,3.7528,4.2909
0.1956,2.8578,1.7181
0.0456,1.7259,0.3561
0,6.60E-01,0.009
0,0.1121,0
0,0.0044,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0013
0,0,0.2244
0.0012,0,1.4671
0.072,0.0526,4.2115
0.2664,0.4348,7.623
0.474,1.4213,10.636
0.6468,2.5779,12.8451
0.768,3.5762,14.108
0.834,4.2971,14.4251
0.8472,4.7189,13.8261
0.8088,4.8851,12.4737
0.714,4.7236,10.4026
0.5664,4.2281,7.4388
0.3864,3.5834,4.343
0.1908,2.6598,1.7681
0.0468,1.5533,0.3492
0,0.5213,0.0161
0,0.0615,0.0001
0,0.0006,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.002
0,0,0.1651
0.0012,0,1.0789
0.078,0.0482,3.0916
0.258,0.4255,5.9054
0.456,1.4132,8.7081
0.6216,2.601,11.1364
0.7404,3.572,12.4845
0.8052,4.2426,12.5711
0.8148,4.6404,11.7903
0.7716,4.7842,10.4721
0.6624,4.6628,8.7506
0.4896,4.2774,6.5465
0.3288,3.6005,4.0912
0.1692,2.7364,1.7558
0.0432,1.5661,0.3746
0,0.5586,0.0184
0,0.1049,0.0001
0,0.0049,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.1562
0.0012,0,1.1616
0.078,0.0455,3.4406
0.2604,0.4355,6.4847
0.4584,1.4313,9.2078
0.6264,2.6385,11.2639
0.7452,3.6256,12.461
0.8088,4.3075,12.9957
0.8124,4.6941,12.7952
0.7656,4.8145,11.6794
0.672,4.7377,9.8295
0.522,4.2724,7.438
0.3612,3.5917,4.6665
0.1848,2.7872,1.9167
0.0456,1.6513,0.4057
0,0.601,0.0175
0,0.106,0
0,0.0038,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0021
0,0,0.2589
0.0012,0,1.4479
0.0744,0.0569,3.9267
0.2652,0.423,6.7445
0.4716,1.4344,9.6123
0.6408,2.6652,11.6037
0.7608,3.7263,12.5968
0.8232,4.4647,12.8288
0.8292,4.7639,12.358
0.7884,4.8669,11.1925
0.69,4.7324,9.4782
0.5556,4.3054,7.0638
0.3852,3.6223,4.3002
0.1944,2.69,1.7098
0.0492,1.5823,0.3885
0,0.5721,0.0126
0,0.111,0.0001
0,0.0049,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0029
0,0,0.2738
0.0012,0,1.5108
0.0768,0.0568,4.0625
0.246,0.4505,7.0211
0.4572,1.4472,9.7095
0.63,2.6507,11.7404
0.7476,3.6729,13.0621
0.8136,4.4287,13.5503
0.8256,4.955,13.2566
0.7908,5.19,12.2235
0.7044,5.1365,10.2519
0.5688,4.7385,7.5845
0.3888,3.9767,4.6281
0.1932,2.9033,1.9782
0.0504,1.6505,0.4378
0,0.5634,0.0217
0,0.0842,0.0001
0,0.0016,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0031
0,0,0.2514
0,0,1.4419
0.0696,0.0531,3.876
0.2184,0.4584,6.9654
0.4164,1.5027,10.0291
0.6144,2.85,12.3652
0.7356,4.0156,13.5337
0.7932,4.8819,13.7936
0.7896,5.4203,13.2434
0.744,5.6241,12.0724
0.6636,5.4753,10.1533
0.5448,4.9882,7.4625
0.3792,4.2367,4.5282
0.1812,3.1476,1.8742
0.0408,1.8502,0.4069
0,6.80E-01,0.0141
0,0.1152,0
0,0.0066,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0029
0,0,0.2894
0,0,1.6025
0.0612,0.0562,4.0946
0.186,0.468,7.043
0.33,1.5011,9.7188
0.486,2.7834,11.8101
0.6168,3.9508,12.8925
0.7068,4.751,13.3119
0.7572,5.2069,12.5838
0.7488,5.3665,10.7
0.672,5.2622,8.5787
0.5424,4.8202,6.1212
0.372,4.1141,3.5815
0.1872,3.0451,1.4844
0.0444,1.8033,0.3079
0,0.644,0.0141
0,0.1098,0
0,0.0071,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0032
0,0,0.2405
0.0012,0,1.3133
0.0732,0.0477,3.5841
0.2628,0.4641,6.3564
0.4692,1.4949,8.8521
0.6408,2.7452,11.2338
0.7596,3.8034,13.0492
0.8256,4.6092,13.7902
0.8412,5.1497,13.1981
0.8064,5.3616,11.6911
0.7224,5.2275,9.4989
0.5868,4.7028,6.9321
0.4056,3.8434,4.2
0.1968,2.8358,1.767
0.048,1.6913,0.3969
0,0.5961,0.0167
0,0.102,0
0,0.0049,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.001
0,0,0.2533
0.0024,0.0001,1.5266
0.0732,0.0529,4.1644
0.2616,0.4604,7.4523
0.4668,1.5458,10.4865
0.6384,2.8801,12.7228
0.756,3.9905,13.9631
0.8196,4.752,14.1868
0.8316,5.195,13.4938
0.7944,5.3817,12.1204
0.7092,5.23,10.0855
0.576,4.818,7.3948
0.3948,4.0571,4.4963
0.1932,3.0426,1.956
5.04E-02,1.785,0.4188
0,0.6285,0.0252
0,0.1206,0.0002
0,0.0071,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0007
0,0,0.2532
0.0024,0.0001,1.3538
0.0768,0.057,3.5647
0.2544,0.4371,6.3942
0.4608,1.4922,8.9682
0.6264,2.7293,11.0884
0.7404,3.7518,11.9926
0.8028,4.4828,12.2811
0.8064,4.9871,12.0617
0.7632,5.2732,11.3777
0.6744,5.2257,9.6256
0.5364,4.7819,7.1914
0.3696,3.9542,4.4979
0.1884,2.8911,1.9704
0.0516,1.7338,0.4653
0,0.5833,0.0249
0,0.0887,0
0,0.0033,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.001
0,0,0.1361
0.0024,0.0001,1.067
0.078,0.0587,3.2378
0.258,0.4759,6.0211
0.4524,1.5323,8.8462
0.6216,2.7597,11.124
0.732,3.7991,11.938
0.7848,4.5496,12.2471
0.7884,4.9987,11.8271
0.7464,5.1895,10.7228
0.6612,5.0172,9.0368
0.534,4.4685,6.799
0.372,3.6831,4.1586
0.1908,2.7476,1.6911
5.40E-02,1.6671,0.3849
0,0.596,0.0118
0,0.0994,0.0002
0,0.0027,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0031
0,0,0.3107
0.0012,0,1.5249
0.0768,0.066,3.9689
0.2352,0.4554,6.6784
0.4284,1.4601,9.3555
0.5832,2.6447,11.4736
0.6888,3.6178,12.4568
0.7404,4.3648,12.5458
0.7428,4.8331,11.9966
0.6924,4.9394,10.4817
0.6012,4.7504,8.3385
0.4752,4.3666,5.9778
0.3168,3.7364,3.5292
0.1656,2.8117,1.5408
0.0468,1.6913,0.3923
0,0.6437,0.0281
0,0.1437,0
0,0.0071,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0053
0,0,0.3148
0.0024,0.0001,1.5202
0.078,0.0642,3.6869
0.2628,0.4576,6.1506
0.4656,1.4192,8.2372
0.6336,2.6311,10.0642
0.7512,3.6482,11.1976
0.816,4.3793,11.2453
0.8304,4.741,10.9231
0.7944,4.7953,9.938
0.708,4.6235,8.442
0.5712,4.2265,6.3793
0.3936,3.597,3.8212
0.1944,2.6926,1.7367
0.0516,1.6127,0.4483
0,0.5981,0.0241
0,0.1058,0.0002
0,0.0005,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0011
0,0,0.1862
0.0024,0.0001,1.3478
0.0768,0.0645,3.8771
0.258,0.5012,7.0627
0.4548,1.4751,10.2188
0.6192,2.6576,12.7284
0.7344,3.661,14.1247
0.798,4.3915,14.245
0.8112,4.8367,13.4727
0.7764,4.933,12.1936
0.6912,4.6328,10.2732
0.5556,4.1254,7.5716
0.3828,3.4632,4.6923
0.192,2.6115,2.0623
5.76E-02,1.5997,0.4828
0,0.6193,0.0327
0,0.1342,0.0001
0,0.0076,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0044
0,0,0.3624
0.0024,0.0001,1.7929
0.0828,0.0655,4.713
0.2376,0.4671,8.0984
0.4128,1.4811,11.1245
0.5292,2.6818,13.22
0.636,3.742,14.164
0.7032,4.4937,14.1162
0.6864,4.9469,13.4766
0.6432,5.0101,11.8683
0.5268,4.878,9.4591
0.3576,4.4134,6.6979
0.1992,3.8719,3.9064
0.0888,2.9448,1.6694
2.04E-02,1.7394,0.3992
0,0.6816,0.029
0,0.1462,0.0002
0,0.0065,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0013
0,0,0.3102
0,0,1.5349
0.0684,0.0644,3.7871
0.2316,0.4539,6.6658
0.426,1.386,8.6325
0.6012,2.4826,10.4136
0.7092,3.4209,11.8684
0.7464,4.1492,12.7904
0.7212,4.5858,12.7658
0.6984,4.7154,11.5019
0.624,4.6762,9.5734
0.5004,4.3039,7.1363
0.3384,3.6075,4.5996
0.1704,2.6727,2.063
4.08E-02,1.5781,0.4721
0,0.5528,0.0319
0,0.0969,0.0002
0,0.0017,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0047
0,0,0.3577
0.0012,0,1.6858
0.072,0.0627,4.0895
0.2016,0.4114,7.1422
0.3516,1.3127,10.0216
0.492,2.4616,12.1879
0.6156,3.4913,13.4002
0.696,4.2195,13.6561
0.726,4.7757,13.0698
0.7044,4.9563,11.878
0.63,4.8276,9.8918
0.5052,4.4687,7.2741
0.3552,3.8608,4.6186
0.1884,2.9323,2.0804
5.40E-02,1.7789,0.5141
0,0.7056,0.0355
0,0.1588,0.0004
0,0.0131,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0065
0,0,0.3715
0.0024,0.0001,1.6951
0.0768,0.0671,4.261
0.204,0.4859,7.2396
0.3252,1.5333,9.7646
0.4908,2.799,11.5956
0.6372,3.8814,12.5727
0.7248,4.6784,12.8197
0.7428,5.1315,12.3921
0.6864,5.2162,11.2791
0.5568,4.9957,9.1915
0.39,4.502,6.6568
0.2556,3.8119,4.1266
0.1368,2.9211,1.8455
3.96E-02,1.7951,0.4725
0,0.6994,0.0312
0,0.1676,0.0001
0,0.0158,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.006
0,0,0.3725
0.0012,0,1.6167
0.06,0.0691,4.0518
0.1836,0.4356,7.0755
0.3192,1.4051,9.8718
0.4476,2.5729,11.8741
0.5412,3.587,12.716
0.5952,4.2963,12.7571
0.582,4.7793,12.2043
0.5328,5.0324,11.0967
0.4632,4.9768,9.2449
0.3708,4.6332,7.0474
0.2904,3.9472,4.5971
0.1632,2.9929,2.0826
4.80E-02,1.8098,0.5056
0,0.7032,0.0338
0,0.169,0.0004
0,0.0131,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0104
0,0,0.3597
0.0012,0,1.7242
0.0612,0.0617,4.4681
0.1656,0.4726,7.6577
0.276,1.5168,10.5303
0.3828,2.7397,12.755
0.4704,3.765,14.069
0.5208,4.4705,14.3412
0.5124,4.8853,13.5686
0.4584,5.0379,11.8816
0.3744,4.8778,9.991
0.2784,4.4227,7.4695
0.1776,3.6924,4.4931
0.0828,2.7409,1.9399
2.04E-02,1.5869,0.4746
0,0.6009,0.0355
0,0.1336,0.0002
0,0.0076,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0069
0,0,0.3717
0.0012,0,1.6766
0.066,0.0576,4.1268
0.18,0.4623,6.9979
0.2916,1.4831,9.4189
0.3804,2.7342,11.0282
0.4512,3.8272,11.9999
0.4752,4.6111,12.5264
0.4596,5.0748,12.1093
