TRE,WECC,EIC
0.6504,1.7471,10.0753
0.8436,3.2019,12.1331
0.9372,4.1486,13.0326
0.9588,4.6667,12.8365
0.9204,4.8653,11.4944
0.8196,4.6865,8.6429
0.6528,4.1304,4.7659
0.4152,3.2632,1.7524
0.0468,1.9933,0.1106
0,0.5938,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.1505
0.0264,0.0006,1.9972
0.156,0.1492,5.6433
0.294,1.4429,8.847
0.3744,2.939,11.1066
0.45,3.9566,12.0469
0.5076,4.5818,11.7488
0.5232,4.8693,10.146
0.4572,4.7755,7.2353
0.222,4.2623,3.7029
7.08E-02,3.3154,0.8475
0.0036,1.994,0.0736
0,0.4918,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.9287
0.0336,0.0007,4.0395
0.2496,0.0935,7.7721
0.576,0.9666,10.4996
0.8352,2.0523,12.032
0.93,2.8228,12.5519
0.9516,3.441,12.5928
0.9084,3.7291,11.2406
0.8004,3.4857,8.5165
0.6288,2.9997,4.438
0.3804,2.0727,1.5982
0.0336,0.9926,0.1018
0,0.1257,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.4536
0.1056,0.0022,2.6274
0.4296,0.1226,5.9911
0.69,0.7933,8.8068
0.8268,1.8678,11.1595
0.8652,2.8761,12.337
0.9312,3.5519,11.7404
0.9072,3.7067,9.6696
0.7956,3.5031,7.2586
0.618,2.9175,4.3021
3.73E-01,2.0969,1.2164
0.0312,1.1484,0.0455
0,0.1662,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.3115
0.1068,0.0022,2.448
0.4392,0.1933,6.4765
0.6984,0.9646,9.8766
0.8616,2.0903,12.1535
0.948,3.3305,13.0592
0.9672,4.0955,12.5864
0.924,4.2847,10.9819
0.8172,4.1176,8.3498
0.642,3.6104,4.8921
3.97E-01,2.7907,1.6278
0.036,1.5721,0.0901
0,0.2751,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.7675
0.0852,0.0018,4.1045
0.342,0.1054,8.7163
0.5652,0.7428,12.4776
0.7992,1.8462,14.4769
0.9228,2.9261,15.0459
0.9504,3.5185,14.3488
0.9108,3.759,12.4617
0.8064,3.4239,9.291
0.6336,2.6643,4.9567
3.90E-01,1.7619,1.4066
0.0324,0.9571,0.0713
0,0.129,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.4384
0.1032,0.0022,2.9282
0.426,0.1764,7.0104
0.684,1.1047,10.4073
0.8364,2.4051,12.5228
0.9156,3.6129,13.2444
0.9264,4.1942,12.6431
0.8532,4.3709,10.6307
0.7188,4.1993,7.5051
0.5328,3.6472,3.8751
0.3576,2.8308,1.0762
0.0288,1.5864,0.0767
0,0.3813,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.5034
0.0768,0.0016,2.6448
0.3684,0.1994,5.7448
0.624,1.2634,8.4826
0.7752,2.6034,10.3941
0.8616,3.7699,11.6187
0.8628,4.2666,11.4686
0.828,4.4429,9.931
0.7368,4.2927,7.5574
0.57,3.8169,4.1785
3.20E-01,2.9799,1.2981
0.0192,1.7049,0.0818
0,0.391,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.3559
0.0708,0.0015,2.1492
0.3552,0.209,4.9388
0.6024,1.3901,8.3471
0.7632,2.8308,10.8509
0.8496,3.8609,11.6933
0.8676,4.3968,10.4631
0.8244,4.5952,8.6027
0.714,4.408,6.3811
0.5376,3.9077,3.7085
2.64E-01,3.0376,1.3673
0.0156,1.7312,0.0828
0,0.3843,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.4774
0.0912,0.0019,3.1512
0.3996,0.1912,7.3586
0.6456,1.2952,10.9792
0.7956,2.787,12.981
0.8796,3.8016,13.7451
0.9012,4.3743,13.4843
0.864,4.4828,12.2453
0.7644,4.3132,9.4126
0.5976,3.8308,4.9988
3.55E-01,3.0091,1.3169
0.0204,1.70E+00,0.0206
0,0.364,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.4932
0.0708,0.0015,2.8192
0.36,0.1418,6.4055
0.606,1.2732,10.2031
0.7476,2.794,12.782
0.8292,3.8597,13.4532
0.8664,4.4841,12.5461
0.8376,4.7098,10.6027
0.7356,4.6885,7.6578
0.504,4.1656,3.7535
2.29E-01,3.168,0.9323
0.0096,1.6736,0.0284
0,0.3381,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.3586
0.0264,0.0006,2.5787
0.1236,0.1934,6.598
0.1632,1.4194,10.7696
0.198,2.9125,13.5875
0.2136,3.9002,14.3436
0.2328,4.3874,13.5928
0.2172,4.5425,11.9797
0.1656,4.4263,8.7264
0.096,3.8782,4.2169
0.0348,2.9542,1.4216
0,1.647,0.0661
0,0.3602,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.6872
0.0924,0.0019,3.8182
0.4224,0.1371,8.0515
0.6864,1.1648,11.468
0.852,2.5101,13.8345
0.9396,3.4485,14.6016
0.9612,3.9465,13.7635
0.918,4.1068,11.5215
0.8136,3.9422,8.588
0.6408,3.5404,4.5303
3.92E-01,2.8148,1.0989
0.0252,1.6308,0.0796
0,0.3365,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.4833
0.0912,0.0019,3.066
0.4044,0.1313,7.0223
0.654,1.2172,10.4618
0.804,2.6619,12.9479
0.8808,3.7361,13.1119
0.9,4.4228,12.6611
0.8544,4.8304,11.4428
0.7476,4.795,9.0083
0.5628,4.3296,4.8961
2.87E-01,3.371,1.2665
0.0108,1.86,0.0676
0,0.35,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.4844
0.0576,0.0012,3.2802
0.3264,0.0913,7.1127
0.5652,1.0709,10.3153
0.7188,2.6299,11.9638
0.78,3.8489,12.2608
0.7044,4.5841,11.4663
0.4824,4.9462,9.8318
0.2436,4.7613,6.9122
0.1092,4.2042,3.1929
3.36E-02,3.2736,0.7053
0,1.78E+00,0.0539
0,0.2502,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.1006
0.0144,0.0003,1.3277
0.1452,0.1242,4.6241
0.2916,0.9955,7.646
0.45,2.229,9.205
0.606,3.0932,9.4506
0.69,3.5238,8.9137
0.744,3.5774,8.2522
0.6756,3.4002,6.6895
0.5136,2.7397,3.764
0.2496,1.8201,1.0382
0.0096,0.6725,0.065
0,0.0544,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.3145
0.0828,0.0017,3.1247
0.4032,0.115,7.9079
0.6948,0.9673,11.0746
0.8556,2.1034,13.0914
0.9396,3.2759,13.9056
0.9612,3.8808,13.8947
0.912,4.0661,12.2726
0.8004,3.8878,9.5532
0.6336,2.9619,5.1656
3.77E-01,1.7641,1.3889
0.0192,8.72E-01,0.0516
0,0.1022,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.572
0.0432,0.0009,3.7838
0.264,0.1247,8.1844
0.582,0.8425,12.0466
0.7104,1.7209,14.0781
0.6804,2.434,14.6672
0.6552,2.8739,14.3207
0.6684,2.9959,12.6694
0.6468,2.8813,9.2735
0.4944,2.2835,4.1849
2.66E-01,1.7531,0.9806
0.0108,8.03E-01,0.0587
0,0.0498,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.3605
0.0204,0.0004,2.6847
0.1908,0.116,6.2622
0.4176,0.8431,9.4967
0.6384,1.7055,11.5589
0.7524,2.4951,11.7046
0.7368,2.8648,10.5521
0.6504,2.7685,8.5439
0.4044,2.4687,5.5309
0.2808,2.0472,2.7176
0.1404,1.5889,0.7234
0.0024,0.5908,0.0518
0,0.0568,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.2774
0.048,0.001,1.6639
0.2988,0.1219,3.7595
0.5592,0.849,5.6689
0.7248,1.6857,7.1172
0.8076,2.4883,8.075
0.822,2.9333,8.3043
0.78,2.9065,7.4064
0.6768,2.6965,5.4042
0.504,2.1802,2.8988
0.2076,1.5772,0.6143
0.0072,0.6486,0.0554
0,0.0472,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.2367
0.0648,0.0014,1.4224
0.3492,0.0588,3.4145
0.5952,0.7293,5.6816
0.7512,1.7565,7.9865
0.8364,2.5592,9.0997
0.8568,3.1173,9.0131
0.8148,3.2484,8.432
0.7104,3.094,6.6175
0.522,2.771,3.659
0.258,2.0097,0.952
0.0096,0.771,0.0569
0,0.052,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.3623
0.0288,0.0006,2.2247
0.1956,0.1001,5.1934
0.3936,0.8986,8.5223
0.6216,1.8636,10.8553
0.7212,2.6939,11.8615
0.66,3.6804,11.6301
0.4932,3.9799,9.8817
0.3492,3.7852,6.5661
0.2856,3.4635,2.9821
0.1848,2.3317,0.6874
0.0072,0.9779,0.0419
0,0.1152,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.2061
0.0276,0.0006,1.5368
0.2244,0.1253,4.2702
0.4164,0.9062,7.006
0.516,1.9375,8.9726
0.5628,2.6757,10.1453
0.4368,3.1589,9.8877
0.2304,3.6276,8.5265
0.1656,3.5569,6.1465
0.1164,2.957,3.2876
0.0492,1.905,0.8726
0,6.70E-01,0.0465
0,0.0423,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.1543
0.054,0.0011,2.0551
0.3396,0.058,6.3832
0.5976,0.6788,9.6681
0.738,1.9236,10.6336
0.8052,2.8771,11.5919
0.8412,3.5679,11.3151
0.8136,3.844,9.7766
0.7176,3.5447,7.0379
0.5532,2.7351,3.3471
0.2892,1.8388,0.6378
0.0072,0.8064,0.0466
0,0.093,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.6243
0.0312,0.0007,3.4404
0.2208,0.0177,6.1654
0.4632,0.6067,8.1956
0.7008,1.8162,9.7756
0.8352,2.8867,10.3108
0.8796,3.5342,9.9141
0.84,3.8277,8.3504
0.738,3.644,5.5721
0.5664,3.2077,1.9416
0.312,2.5674,0.4233
0.0096,1.3288,0.0167
0,0.2231,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.2046
0.042,0.0009,1.2772
0.2784,0.0556,2.9049
0.4656,1.0658,4.5749
0.5964,2.6555,5.9191
0.7548,3.7027,6.5774
0.762,4.2482,6.2029
0.6636,4.4029,5.1536
0.5112,4.2345,3.4383
0.2928,3.66,1.5356
0.0948,2.6588,0.3327
0.0012,1.3983,0.0422
0,0.2431,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.1765
0.0288,0.0006,1.331
0.2172,0.1078,3.5948
0.4224,1.1401,5.7919
0.612,2.5332,7.3588
0.684,3.5412,8.032
0.6996,4.091,7.5644
0.6504,4.2618,6.5063
0.5496,4.1014,4.577
0.33,3.5964,2.0828
0.144,2.7252,0.4466
0.0024,1.4016,0.0473
0,0.2325,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.2143
0.0156,0.0003,1.549
0.09,0.0258,3.4564
0.144,0.7535,5.4311
0.2352,2.0018,6.5678
0.4008,2.9172,6.7721
0.4296,3.4463,6.5472
0.3168,3.6259,5.4547
0.2292,3.5311,3.3726
0.1344,3.11,1.5223
0.0372,2.3985,0.3912
0,1.3373,0.0071
0,0.1856,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.1471
0.012,0.0003,0.9766
0.1476,0.0794,3.3764
0.4236,1.2062,6.1188
0.6996,2.6815,8.1008
0.8868,3.6841,8.7746
0.93,4.1724,8.3015
0.8916,3.7199,7.1369
0.7752,3.6108,5.5335
0.5796,3.2432,3.2956
0.2904,2.5109,1.1115
0.0084,1.4111,0.0539
0,0.2161,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0789
0.0708,0.0015,1.6586
0.42,0.1172,5.6889
0.6252,1.2587,9.5208
0.744,2.701,11.7184
0.7548,3.7501,12.4715
0.7464,4.3526,11.774
0.6588,4.6077,9.8275
0.5736,4.4031,6.6271
0.4416,3.8847,3.4979
0.1896,2.9061,0.9802
0.0024,1.4492,0.0505
0,0.1719,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0756
0.078,0.0016,1.3327
0.438,0.0425,4.828
0.7092,0.5898,7.8929
0.8736,1.5957,9.7908
0.9612,2.6639,10.4343
0.9792,3.5763,10.2284
0.9312,3.9093,9.0187
0.8172,3.4995,6.9022
0.63,3.0206,4.0538
0.354,2.1071,1.2134
0.0108,0.8176,0.0529
0,0.046,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.2923
0.09,0.0019,3.2284
0.456,0.0387,7.7578
0.7164,0.5465,11.3803
0.8736,1.6658,13.2819
0.9552,2.8073,14.04
0.972,3.4055,13.5059
0.9252,3.5664,11.7281
0.8136,3.4564,8.4933
0.6264,2.7699,4.2183
0.3504,1.8724,1.0719
0.0096,0.905,0.0502
0,0.1415,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.4444
0.0048,0.0001,3.7242
0.048,0.0064,7.9223
0.0816,0.4667,11.2193
0.126,1.5534,13.0907
0.168,2.5379,13.3584
0.2076,3.1083,12.4931
0.312,3.3219,10.2693
0.2712,2.7699,7.1149
0.228,2.1252,2.6426
0.0984,1.34,0.2914
0,0.4934,0.02
0,0.0911,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.2907
0.0084,0.0002,1.6875
0.1056,0.0181,4.0725
0.2004,0.5421,6.4835
0.2868,1.5598,8.1212
0.5028,2.4164,9.4289
0.7008,2.8652,9.7475
0.6504,2.9823,7.9999
0.4704,2.8158,4.9039
0.1452,2.4516,1.9601
0.0372,1.8786,0.3741
0,1.022,0.0096
0,0.052,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.182
0,0,1.1833
0.0348,0.0617,2.8798
0.078,0.777,4.4078
0.156,1.7264,5.4806
0.2856,2.2216,5.9105
0.4992,2.5013,6.0971
0.6192,2.4041,5.1508
0.4788,2.0109,3.3895
0.2244,1.5374,1.7264
0.0492,1.1282,0.3823
0,0.4977,0.0379
0,0.0147,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.113
0.0492,0.001,0.9305
0.3972,0.0938,2.9069
0.6744,0.8279,5.5135
0.8376,1.6597,7.3511
0.9252,2.3635,8.0365
0.948,2.8719,7.8714
0.9084,3.4551,6.7332
0.8016,3.631,4.9046
0.6216,3.0053,2.8043
0.3516,2.2395,0.9251
0.0108,0.8389,0.0487
0,0.0463,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.2147
0.072,0.0015,1.9642
0.4164,0.0534,5.817
0.6672,0.4884,9.8468
0.816,1.1804,11.8989
0.8892,1.9063,12.8379
0.9048,2.3685,12.0261
0.8592,2.6414,10.3806
0.7524,2.7524,7.6177
0.576,2.4312,3.877
0.3132,1.8618,0.9113
0.0084,0.922,0.0076
0,0.1883,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.4127
0.0168,0.0004,3.066
0.1632,0.0156,6.1431
0.3492,0.8946,8.5566
0.5484,2.2609,10.0595
0.6408,3.2526,10.4795
0.582,3.854,9.5869
0.5556,4.0705,7.9332
0.444,3.9651,5.2005
0.2568,3.5425,1.8365
0.084,2.7627,0.3163
0,1.5295,0.0449
0,0.252,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.2638
0.0792,0.0017,1.8137
0.456,0.1144,3.8793
0.7224,1.4709,5.6291
0.8904,3.0467,7.5326
0.9804,4.0694,8.7008
1,4.6057,8.7068
0.9612,4.7685,7.7769
0.8508,4.5964,5.8596
0.6408,4.018,3.5295
0.2064,3.0034,1.0708
0.0012,1.4274,0.0515
0,0.2338,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.1805
0.0516,0.0011,1.9035
0.4608,0.0751,5.7591
0.7404,1.3427,10.162
0.894,2.9078,12.6793
0.9708,3.983,13.2415
0.9852,4.6106,12.4084
0.8976,4.8401,10.5605
0.5412,4.6932,7.7204
0.1764,4.0536,4.2931
0.0648,3.0263,1.0382
0,1.402,0.0451
0,0.1298,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.1626
0.0672,0.0014,2.226
0.4068,0.0339,6.8792
0.666,0.7444,10.7376
0.828,1.9222,13.0394
0.9024,3.1368,14.0995
0.9192,3.879,13.9541
0.8748,3.7741,12.3724
0.7536,3.2846,9.0385
0.5148,2.3855,4.617
0.264,1.4973,0.9875
0.0048,0.5133,0.0349
0,0.0119,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.4729
0.0036,0.0001,3.3618
0.054,0.0762,6.7454
0.1536,0.8276,9.7203
0.2736,1.6305,12.0785
0.3324,2.2656,12.6194
0.3672,2.8362,11.7083
0.3264,2.7261,9.806
0.2148,2.7832,6.2646
0.1068,2.8925,1.9461
0.0348,2.0105,0.2815
0,0.813,0.0359
0,0.1192,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.2729
0.0324,0.0007,1.9665
0.33,0.0132,4.0598
0.5664,0.3285,6.3302
0.7572,1.408,8.3735
0.8448,2.701,8.9397
0.852,3.4795,7.4645
0.8172,3.7507,5.6014
0.72,3.6461,3.6558
0.534,3.06,1.8337
0.246,2.1545,0.38
0.0036,1.121,0.0136
0,0.1471,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.237
0.0108,0.0002,1.7476
0.1428,0.0289,4.7708
0.33,0.5388,7.9114
0.5844,1.1378,9.8393
0.744,1.5735,10.6794
0.828,2.3726,9.8349
0.8136,2.8811,7.5548
0.7452,2.5435,4.1852
0.5808,1.9692,1.4418
0.2964,1.2555,0.3245
0.0048,0.3594,0.0173
0,0.0199,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.1541
0.072,1.50E-03,1.2542
0.4464,0.0185,3.5074
0.7176,0.3805,5.4886
0.8892,1.3013,6.8081
0.9684,2.5286,7.5323
0.9468,3.8335,7.2917
0.9144,4.0977,6.2045
0.786,3.9178,4.9676
0.5652,3.255,2.8767
0.252,2.2903,0.5909
0.006,1.0181,0.0133
0,0.1534,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.3374
0.0228,0.0005,2.3994
0.1824,0.0423,5.3322
0.3084,0.729,8.2616
0.3456,1.8776,10.2765
0.2952,3.1576,11.2832
0.2532,3.6885,11.3678
0.2028,3.7108,9.6493
0.132,3.3371,6.2635
0.0708,2.7186,2.7188
0.0192,2.0406,0.3762
0,1.1114,0.0025
0,0.169,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.3555
0.0024,0.0001,2.5482
0.0576,0.0728,4.9435
0.1728,1.3005,7.2855
0.3492,2.7978,8.6598
0.5088,3.7723,8.9231
0.6384,4.1923,8.0988
0.7752,4.1096,6.2107
0.7488,3.4979,4.1829
0.5616,2.7798,1.7182
0.258,1.8148,0.4046
0.0048,0.7002,0.0383
0,0.0256,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.1693
0.036,8.00E-04,1.1811
0.228,0.1058,3.5716
0.4608,1.1086,6.4194
0.5808,2.1183,8.2475
0.564,2.7988,8.6852
0.636,3.2196,8.3913
0.708,3.2395,7.4871
0.5568,2.8554,5.7692
0.3444,2.281,3.3549
0.156,1.4876,0.9477
0.006,0.616,0.0327
0,0.0249,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.47
0.0192,0.0004,3.3685
0.2052,0.0261,7.4459
0.5916,0.6631,11.3974
0.8232,1.8758,13.6821
0.8832,3.0728,14.0979
0.7692,3.516,13.2972
0.5796,3.4638,11.0612
0.4572,3.0858,7.2493
0.354,2.4398,2.9472
0.1644,1.6445,0.3871
0.0024,0.7292,0.0084
0,0.0725,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.306
0.0084,0.0002,2.0785
0.0768,0.0121,4.3597
0.1224,0.7595,6.853
0.1452,2.1068,7.7827
0.18,3.1002,7.7764
0.2052,3.5831,6.8997
0.1956,3.7569,5.4236
0.1704,3.6178,3.6569
0.1272,3.1057,1.7696
0.0468,2.3968,0.2358
0,1.3016,0.0084
0,0.2292,0
0,0,0
0,0,0
0,0,0
0,0,0
